,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
4168,-0.931498,-0.8987729,-0.396505,-0.85697085,-0.6227662,-0.03305503878999308,-0.21268146778739494,-1.573201,0.6198176,-0.85891336,1.5713631,6,0
4169,-0.38545257,-0.77245003,0.18616648,-0.83571845,-0.823652,0.8348578345419787,0.1280697816579226,-1.7400326,0.12202067,-1.2321119,1.7389241,7,0
4170,0.16059324,-1.0882573,-0.10516915,1.7570786,0.23099843,0.14052753587640127,0.9351122145547274,1.24246,-1.9936179,-0.63499415,-1.528506,7,0
4171,-0.46345899,-0.7092886,0.40466827,-0.814466,-0.5725448,0.024805819432138373,-0.26648429664718193,-1.5357394,-0.43800092,1.0070803,1.2362424,5,0
4172,-0.30744576,0.048648782,-0.32367092,-0.049378384,0.43188405,-0.9588287703440963,0.953046490841323,-0.7084204,0.30869454,0.33532238,0.9011217,6,0
4174,-0.6974783,-0.58296573,-0.68784064,1.3745347,-0.0703303,1.9920749989846078,1.1323892537072795,0.6772904,-0.998024,0.40996206,-1.0258242,6,0
4175,-0.22943932,0.11181017,0.550336,-0.6444465,-0.17077321,-0.3223593299006503,0.737835175402175,-1.1135567,-0.12687781,0.11140339,0.48222047,7,0
4176,-0.30744576,-0.58296573,0.11333263,-0.474427,-0.12055184,2.165657573651002,0.8095722805485577,-0.46327677,-0.74912554,1.2309992,-0.27180225,6,0
4177,-0.61947185,-0.51980424,0.11333263,-0.79321355,-0.7232091,0.25624925232066414,-0.05127298120803401,-1.0080314,0.059796046,1.0070803,0.06331921,6,0
4178,-1.0875108,-0.8987729,0.11333263,-0.26190272,-0.67298776,1.0663012674305044,0.3074125445238792,-1.2020966,-0.3757763,-0.78427374,0.6497808,7,0
4179,-0.22943932,-0.58296573,0.62317,2.1183698,0.03011261,2.917848730538711,1.473140503152597,1.3616226,-0.12687781,1.2309992,-0.94204444,5,0
4180,-0.54146546,-0.14083555,2.1526825,1.6083115,0.08033397,0.024805819432138373,0.1280697816579226,0.844122,-0.81135017,-0.18715572,-1.0258242,6,0
4181,-0.46345899,-0.51980424,0.040498562,0.035631377,-0.6227662,-0.9009679121219648,-0.8583154141048387,-1.0114204,-1.6202703,-0.037876386,0.48222047,6,0
4182,0.23859967,0.3012945,1.7885128,0.90698117,0.18077688,-0.9009679121219648,0.9709807671279186,0.49343267,-0.5624502,0.93244016,-0.5231432,6,0
4183,-0.7754851,-0.20399694,-0.10516915,-0.6231941,-0.5223233,-0.09091589701212452,-0.6072355460924995,-1.3450835,0.55759305,0.6338815,1.0686821,7,0
4184,-0.61947185,-0.014512601,-0.25083706,-0.30440757,-0.5725448,-0.38022018812278174,-0.6251698223790951,-1.464246,0.24646991,0.8578005,1.7389241,7,0
4185,-0.22943932,-0.58296573,0.62317,2.1183698,0.03011261,2.917848730538711,1.473140503152597,1.3616226,-0.12687781,1.2309992,-0.94204444,5,0
4186,0.3166061,-0.39348128,0.040498562,-0.8994757,-0.42188036,-0.43808104634491324,-0.786578308958456,-0.7628877,-0.998024,1.1563596,-0.020461353,5,0
4187,-1.0095044,-0.58296573,0.18616648,-0.72945625,-0.7232091,0.5455535434313215,-0.14094436264101232,-1.7434216,-0.18910244,-0.18715572,1.4875833,6,0
4188,-1.4775435,-0.014512601,-0.10516915,-0.8994757,-0.17077321,-0.3223593299006503,0.056332676511539954,-1.4131677,0.6198176,0.7085212,0.6497808,6,0
4190,-0.15143289,-0.7092886,-0.10516915,-0.85697085,-0.5725448,-0.9588287703440963,-0.9479867955378171,-1.6174607,-0.12687781,-1.4560312,1.2362424,6,0
4191,0.47261935,-0.39348128,0.25900033,-0.8994757,-0.0703303,0.31411011054279564,0.4329524785300488,-1.096551,-0.81135017,-0.5603545,0.5660002,5,0
4192,-0.38545257,-0.83561146,-0.5421728,0.2269033,-0.371659,-0.148776755234256,-0.2844185729337776,-0.38155547,-0.6246763,-1.4560312,-0.27180225,6,0
4193,0.70663905,-0.39348128,0.11333263,-0.87822336,-0.32143748,-0.26449847167851886,-0.2844185729337776,-1.3416742,-1.495821,-0.63499415,1.5713631,6,0
4194,-0.38545257,-0.83561146,-0.5421728,0.2269033,-0.371659,-0.148776755234256,-0.2844185729337776,-0.38155547,-0.6246763,-1.4560312,-0.27180225,6,0
4195,-0.07342644,0.7434246,-0.5421728,-0.5806892,-0.5725448,-0.38022018812278174,-0.5175641646595212,-2.0362341,-1.7447195,-1.0828326,2.4091656,8,0
4196,-1.0875108,-0.7092886,-0.17800322,-0.87822336,-0.77343065,-0.3223593299006503,-0.8583154141048387,-2.0260065,0.12202067,-1.3067518,1.7389241,6,0
4197,-0.6974783,-0.20399694,1.2058413,0.41817525,0.08033397,0.19838839409853273,0.5943609651094097,0.040606983,-0.25132707,0.03676328,-0.6069229,5,0
4198,0.5506258,0.17497174,1.5700108,1.587059,-0.12055184,1.876353282540345,0.41501820224345315,1.1300958,-1.7447195,-0.5603545,-1.1933845,5,0
4199,0.70663905,-0.39348128,0.11333263,-0.87822336,-0.32143748,-0.26449847167851886,-0.2844185729337776,-1.3416742,-1.495821,-0.63499415,1.5713631,6,0
4200,0.62863225,-0.58296573,0.11333263,-0.8994757,-0.371659,-0.148776755234256,-0.26648429664718193,-1.4472198,-1.1846979,-0.7096338,1.6551436,6,0
4201,-0.38545257,0.49077883,-0.32367092,-0.60194165,-0.9240949,-0.3223593299006503,-0.5534327172327125,-1.2735901,-1.0602486,-1.3813915,0.9849015,6,0
4202,-0.38545257,-0.58296573,-0.032335293,-0.66569895,-0.371659,0.3719709687649271,-0.05127298120803401,-1.5221226,0.43314376,-0.4857146,1.9902643,6,0
4203,-0.7754851,-0.20399694,0.040498562,-0.87822336,0.13055551,-0.20663761345638743,1.2041263588536621,-0.66075134,0.4953684,-0.7096338,-0.35558203,5,0
4204,-0.22943932,-0.45664287,0.4775021,1.0770007,-0.371659,0.14052753587640127,0.41501820224345315,0.19382174,-0.998024,-0.18715572,-0.18802169,6,0
4205,-0.38545257,0.49077883,-0.32367092,-0.60194165,-0.9240949,-0.3223593299006503,-0.5534327172327125,-1.2735901,-1.0602486,-1.3813915,0.9849015,6,0
4206,-1.0095044,-0.07767417,-0.83350843,1.9058455,-0.0703303,-0.09091589701212452,0.5046895836764315,0.7011148,0.12202067,-0.85891336,-0.18802169,6,0
4207,-0.85349154,-0.51980424,-0.10516915,-0.8994757,-0.77343065,0.6612752598755843,-0.15887863892760798,-1.2259209,0.74426687,0.26068273,0.23087956,7,0
4208,-1.2435241,-0.6461271,-0.17800322,-0.4956795,-1.4263093,-0.669524479233439,-0.4816956120863299,-1.334876,0.18424529,-0.11251605,0.5660002,6,0
4209,-0.46345899,-0.6461271,0.040498562,-0.79321355,-1.3760879,-0.26449847167851886,-0.24855002036058627,-1.2803884,0.43314376,0.55924183,1.0686821,6,0
4210,-0.931498,-1.0250958,-0.7606746,0.120641135,-0.0703303,-0.26449847167851886,0.3253468208104749,-0.23856856,-0.87357473,0.11140339,-0.6069229,6,0
4211,-0.07342644,0.3012945,0.76883775,1.3532823,-0.5223233,0.08266667765426983,1.3834691217196189,0.5581279,-1.1224732,-0.26179537,-0.4393626,6,0
4212,-0.46345899,-0.14083555,0.40466827,0.16314596,0.03011261,-1.0166896285662277,0.8633751094083447,0.48322514,0.12202067,-1.0081929,-1.4447254,4,0
4214,-0.15143289,0.68026316,-0.5421728,1.4170398,0.23099843,2.165657573651002,1.688351818591745,0.8781539,-1.0602486,-0.18715572,-0.85826385,5,0
4215,-0.15143289,0.68026316,-0.5421728,1.4170398,0.23099843,2.165657573651002,1.688351818591745,0.8781539,-1.0602486,-0.18715572,-0.85826385,5,0
4216,-0.15143289,0.68026316,-0.5421728,1.4170398,0.23099843,2.165657573651002,1.688351818591745,0.8781539,-1.0602486,-0.18715572,-0.85826385,5,0
4217,-0.85349154,0.3012945,-1.270512,-0.32565996,0.43188405,-0.20663761345638743,-0.05127298120803401,-0.3951926,-0.93579936,-1.3813915,-1.1096047,4,0
4218,0.62863225,-0.014512601,0.040498562,-0.17689297,-0.5223233,0.024805819432138373,1.1503235299938752,-0.93992686,-1.8691688,1.6041981,1.4038028,6,0
4219,-0.15143289,0.68026316,-0.5421728,1.4170398,0.23099843,2.165657573651002,1.688351818591745,0.8781539,-1.0602486,-0.18715572,-0.85826385,5,0
4220,-0.931498,-0.8987729,-0.17800322,-0.8994757,-0.2712161,-0.09091589701212452,-0.4278927832265429,-1.4540385,-0.0024285747,0.03676328,0.6497808,6,0
4221,-0.6974783,-0.3303199,0.18616648,0.56694233,-0.67298776,0.7769969763198472,0.23567543937749655,-0.7220372,0.24646991,-1.7545903,1.320023,6,0
4222,-0.85349154,0.3012945,-1.270512,-0.32565996,0.43188405,-0.20663761345638743,-0.05127298120803401,-0.3951926,-0.93579936,-1.3813915,-1.1096047,4,0
4223,-1.4775435,0.6171018,-1.4890138,-0.9207282,-1.1249807,-1.4217156361211478,-1.163198110976965,-1.307622,1.802087,-0.3364353,0.5660002,4,0
4224,-1.399537,-0.7092886,0.25900033,0.2269033,-1.1249807,-0.26449847167851886,-0.5175641646595212,-1.2531546,0.43314376,-0.63499415,1.6551436,7,0
4225,-0.7754851,0.080229476,-0.32367092,0.99199104,0.23099843,0.4298318269870585,1.2758634640000448,0.08827605,0.55759305,0.26068273,0.06331921,5,0
4226,-1.2435241,-0.48822355,1.8613466,1.1195055,0.23099843,2.0499358572067394,0.9889150434145143,0.013373314,0.18424529,0.6338815,-0.10424192,7,0
4227,-1.5555502,-0.83561146,-0.32367092,-0.474427,-0.22099476,-0.8431070538998333,-0.40995850693994723,-0.766297,1.3665146,0.03676328,-0.35558203,7,0
4228,-0.7754851,-0.2671585,-0.6150067,1.4807968,-0.17077321,0.14052753587640127,1.5269433320123842,0.5172571,-0.6869009,0.26068273,-0.5231432,6,0
4229,-0.6974783,-0.45664287,-0.46933886,-0.049378384,-0.2712161,-1.1324113450104907,0.3074125445238792,-0.87864095,-1.5580456,1.1563596,0.39843988,6,0
4230,-0.931498,-0.7092886,-0.6150067,-0.09188321,-0.32143748,-1.190272203232622,0.11013550537132694,-0.6777774,-1.7447195,0.7831608,-0.4393626,6,0
4231,0.23859967,0.11181017,0.40466827,-0.6231941,0.73321277,-0.09091589701212452,-0.4816956120863299,-1.6889542,-0.50022554,-0.78427374,1.822704,6,0
4232,-0.46345899,0.36445588,-0.25083706,0.800719,-0.77343065,-1.190272203232622,-0.4278927832265429,-0.86502415,-0.93579936,-1.3067518,1.320023,6,0
4233,-0.6974783,-0.6461271,0.11333263,0.31191307,0.03011261,-0.43808104634491324,0.0383984002249443,-0.2726208,0.059796046,-0.4857146,-0.10424192,6,0
4234,-0.6974783,-0.7092886,-0.10516915,-0.72945625,-0.0703303,-0.43808104634491324,0.07426695279813562,-0.8718427,0.12202067,-0.41107494,-0.10424192,6,0
4235,-0.61947185,-0.2671585,-0.9791763,2.0333602,-0.5725448,-0.5538027627891762,0.0025298476517529754,0.93943983,-0.50022554,-0.18715572,-1.1096047,5,0
4236,-0.61947185,-0.2671585,-0.9791763,2.0333602,-0.5725448,-0.5538027627891762,0.0025298476517529754,0.93943983,-0.50022554,-0.18715572,-1.1096047,5,0
4237,0.23859967,-0.6461271,-0.10516915,-0.8994757,-1.0747592,-0.20663761345638743,-0.6431040986656908,-0.9126932,-1.0602486,1.1563596,-0.020461353,5,0
4238,-0.61947185,-0.2671585,-0.9791763,2.0333602,-0.5725448,-0.5538027627891762,0.0025298476517529754,0.93943983,-0.50022554,-0.18715572,-1.1096047,5,0
4240,-0.54146546,-0.45664287,-0.5421728,1.140758,-0.47210193,0.9505795509862416,0.25360971566409224,0.47640657,-0.87357473,-0.93355304,-0.35558203,6,0
4241,-0.61947185,-0.39348128,-0.17800322,-0.32565996,-0.87387335,1.8184924243182132,0.4329524785300488,-0.75947845,-0.74912554,0.4846017,0.48222047,6,0
4242,-1.0095044,-0.7092886,-0.17800322,-0.26190272,-0.7232091,2.2235184318731336,0.5046895836764315,-0.8377904,-0.5624502,1.6041981,0.23087956,7,0
4243,-0.30744576,-0.45664287,-0.396505,-0.72945625,-1.6271952,-0.43808104634491324,-0.786578308958456,-1.4268048,-0.3757763,-0.41107494,1.0686821,6,0
4244,0.3166061,0.17497174,1.2058413,1.7145736,-0.67298776,0.7769969763198472,0.0025298476517529754,1.225434,-1.1224732,-0.3364353,-1.1096047,5,0
4245,0.3166061,0.11181017,1.1330074,1.672069,-0.7232091,0.6612752598755843,0.0025298476517529754,1.2322525,-1.1224732,-0.18715572,-1.1096047,5,0
4246,-1.1655177,-0.9619343,-0.396505,-0.6869514,-1.4263093,-0.5538027627891762,-0.3740899543667559,-1.8047075,-0.93579936,0.11140339,1.4875833,6,0
4248,-1.0095044,-1.2145802,-0.83350843,-0.814466,-0.5725448,-0.26449847167851886,-0.033338704921438346,-1.2088948,0.18424529,-0.5603545,0.73356056,6,0
4249,-1.3215306,-0.6461271,-0.9063424,-0.6869514,-0.371659,0.48769268520918996,0.8095722805485577,-0.85481656,-0.18910244,-0.7096338,-0.10424192,6,0
4250,-0.38545257,-1.4040644,-0.396505,1.9908556,0.08033397,0.7769969763198472,-0.3740899543667559,0.735167,-0.12687781,-1.3067518,-0.6069229,6,0
4251,-0.15143289,-0.58296573,-0.5421728,-0.77196115,-0.22099476,-0.09091589701212452,-0.44582705951313856,-0.7118094,0.4953684,-0.7096338,-0.5231432,6,0
4252,-0.38545257,-1.4040644,-0.396505,1.9908556,0.08033397,0.7769969763198472,-0.3740899543667559,0.735167,-0.12687781,-1.3067518,-0.6069229,6,0
4253,-1.4775435,0.8697475,-1.5618478,-0.87822336,-0.77343065,-1.1324113450104907,-0.7507097563852647,-1.2872069,1.6154131,0.11140339,0.5660002,4,0
4254,0.23859967,-0.2671585,-0.5421728,0.949486,0.33144113,-0.3223593299006503,-0.015404428634842685,0.3640626,-0.43800092,-0.4857146,0.31465933,5,0
4255,-0.931498,-0.014512601,-0.396505,-0.070630796,-0.020108936,-0.8431070538998333,0.056332676511539954,-0.15004899,-0.43800092,-0.85891336,-1.1096047,5,0
4256,-0.931498,-0.014512601,-0.396505,-0.070630796,-0.020108936,-0.8431070538998333,0.056332676511539954,-0.15004899,-0.43800092,-0.85891336,-1.1096047,5,0
4257,-1.0875108,-0.07767417,-0.6150067,-0.83571845,-0.9240949,0.48769268520918996,0.09220122908473127,-2.0090005,-1.6202703,-1.3067518,1.2362424,5,0
4258,-1.0875108,-0.20399694,-0.6150067,-0.83571845,-0.87387335,0.3719709687649271,0.09220122908473127,-2.0055914,-1.6202703,-1.3813915,1.320023,6,0
4259,-2.6476412,-0.14083555,-2.144519,1.2045153,-0.77343065,-0.6116636210113076,-0.033338704921438346,-0.7220372,3.2954793,-0.63499415,1.5713631,6,0
4260,-0.7754851,0.17497174,-0.68784064,-0.038752127,-0.67298776,0.7769969763198472,0.5226238599630272,-0.93992686,-0.0024285747,-0.93355304,0.5660002,6,0
4261,-0.931498,-0.14083555,-0.32367092,-0.66569895,-0.47210193,-0.669524479233439,0.07426695279813562,-1.7298048,0.6198176,-0.85891336,1.822704,7,0
4262,-0.22943932,1.1855546,1.642845,0.5244374,-0.77343065,-0.43808104634491324,0.953046490841323,-0.657342,0.24646991,-0.41107494,1.4038028,6,0
4263,-0.15143289,1.3750392,-1.9260173,0.5456898,-0.77343065,-0.669524479233439,0.8633751094083447,-0.6505235,0.24646991,-0.4857146,1.4038028,6,0
4264,-1.0875108,-0.83561146,-1.1248442,-0.85697085,-0.47210193,0.7769969763198472,-0.30235284922037325,-1.8659934,0.059796046,-1.1574723,1.4038028,6,0
4265,-0.7754851,0.17497174,-0.68784064,-0.038752127,-0.67298776,0.7769969763198472,0.5226238599630272,-0.93992686,-0.0024285747,-0.93355304,0.5660002,6,0
4266,-0.931498,-0.14083555,-0.32367092,-0.66569895,-0.47210193,-0.669524479233439,0.07426695279813562,-1.7298048,0.6198176,-0.85891336,1.822704,7,0
4267,-0.931498,-0.2671585,-0.32367092,-0.66569895,-0.371659,-0.6116636210113076,0.020464123938348636,-1.7366233,0.55759305,-0.85891336,1.822704,7,0
4268,-1.1655177,-0.7092886,-0.17800322,-0.41066974,-0.5725448,-0.20663761345638743,0.5405581362496228,-1.5697917,-0.3135517,-1.2321119,1.320023,6,0
4269,-0.07342644,0.80658615,-0.6150067,1.7570786,-0.32143748,0.7769969763198472,1.3655348454330232,1.1913817,-0.6869009,0.03676328,-0.94204444,5,0
4270,-0.46345899,-0.77245003,-0.10516915,0.949486,-0.5223233,1.9342141407624764,1.0427178722743013,0.13594511,-0.93579936,-0.18715572,-0.35558203,6,0
4271,-0.22943932,0.55394024,-0.83350843,2.1183698,-0.42188036,1.529188133207556,1.5269433320123842,1.320772,-0.87357473,0.11140339,-0.94204444,5,0
4272,-1.1655177,-0.7092886,-0.83350843,2.2458844,-0.371659,0.6034144016534528,-0.05127298120803401,1.3684208,-0.0024285747,-0.4857146,-1.3609457,6,0
4273,-1.1655177,-0.7092886,-0.83350843,2.2458844,-0.371659,0.6034144016534528,-0.05127298120803401,1.3684208,-0.0024285747,-0.4857146,-1.3609457,6,0
4274,-1.1655177,-0.7092886,-0.83350843,2.2458844,-0.371659,0.6034144016534528,-0.05127298120803401,1.3684208,-0.0024285747,-0.4857146,-1.3609457,6,0
4275,-1.1655177,-0.7092886,-0.83350843,2.2458844,-0.371659,0.6034144016534528,-0.05127298120803401,1.3684208,-0.0024285747,-0.4857146,-1.3609457,6,0
4276,-1.5555502,-0.14083555,-0.83350843,-0.6444465,-1.2254236,-0.20663761345638743,0.020464123938348636,-1.954513,2.11321,-0.5603545,2.074045,7,0
4277,0.004579993,-0.7092886,0.25900033,0.014378961,0.13055551,0.3719709687649271,1.2041263588536621,0.047425546,-0.87357473,-0.18715572,-0.18802169,5,0
4278,-1.2435241,-0.9619343,-0.17800322,-0.66569895,-0.5725448,-1.4795764943432792,-1.2349352161233476,-1.1374015,-0.93579936,-0.5603545,-0.35558203,4,0
4279,-0.7754851,-0.58296573,-0.32367092,2.4159038,-0.5725448,1.008440409208373,0.23567543937749655,0.7862251,0.059796046,-1.0828326,-0.020461353,6,0
4280,-1.1655177,-0.7092886,-0.83350843,2.2458844,-0.371659,0.6034144016534528,-0.05127298120803401,1.3684208,-0.0024285747,-0.4857146,-1.3609457,6,0
4281,-1.1655177,-0.45664287,-0.5421728,2.6284282,0.3816627,-0.43808104634491324,0.14600405794451826,1.0654209,0.4953684,-0.18715572,-0.35558203,5,0
4282,-1.1655177,-0.45664287,-0.5421728,2.6284282,0.3816627,-0.43808104634491324,0.14600405794451826,1.0654209,0.4953684,-0.18715572,-0.35558203,5,0
4283,-0.931498,-0.83561146,-0.396505,0.29066065,-0.12055184,-0.4959419045670447,-0.40995850693994723,-0.61308223,-0.43800092,-0.78427374,0.39843988,6,0
4284,-0.931498,-0.83561146,-0.396505,0.29066065,-0.12055184,-0.4959419045670447,-0.40995850693994723,-0.61308223,-0.43800092,-0.78427374,0.39843988,6,0
4285,-0.931498,-0.83561146,-0.396505,0.29066065,-0.12055184,-0.4959419045670447,-0.40995850693994723,-0.61308223,-0.43800092,-0.78427374,0.39843988,6,0
4286,-0.931498,-0.83561146,-0.396505,0.29066065,-0.12055184,-0.4959419045670447,-0.40995850693994723,-0.61308223,-0.43800092,-0.78427374,0.39843988,6,0
4287,0.3166061,-0.3303199,-1.0520102,-0.814466,-0.2712161,-0.148776755234256,0.020464123938348636,-0.58584857,-0.87357473,-0.7096338,-0.4393626,5,0
4288,-0.15143289,-0.83561146,0.11333263,-0.15564056,-1.0747592,-0.3223593299006503,-0.7148412038120734,-0.87864095,-2.1180673,0.11140339,-0.020461353,6,0
4289,-0.46345899,-0.45664287,-0.32367092,1.3532823,-0.17077321,-0.148776755234256,-0.06920725749462966,0.49684197,-2.1802933,-0.26179537,-0.6907035,6,0
4290,-1.1655177,-0.45664287,-0.5421728,2.6284282,0.3816627,-0.43808104634491324,0.14600405794451826,1.0654209,0.4953684,-0.18715572,-0.35558203,5,0
4291,0.004579993,-0.77245003,0.3318344,2.1821275,-0.32143748,2.165657573651002,1.2041263588536621,1.572714,0.18424529,1.7534773,-0.94204444,5,0
4292,-0.22943932,-0.7092886,0.040498562,0.0781363,-0.5223233,-0.6116636210113076,0.056332676511539954,-0.5586149,-0.3135517,0.18604305,0.5660002,6,0
4293,0.004579993,-0.77245003,0.3318344,2.1821275,-0.32143748,2.165657573651002,1.2041263588536621,1.572714,0.18424529,1.7534773,-0.94204444,5,0
4294,0.16059324,-0.7092886,-0.25083706,0.7582142,-0.2712161,-0.4959419045670447,0.09220122908473127,0.02699015,-0.74912554,0.18604305,0.23087956,5,0
4295,0.004579993,-0.77245003,0.3318344,2.1821275,-0.32143748,2.165657573651002,1.2041263588536621,1.572714,0.18424529,1.7534773,-0.94204444,5,0
4296,-0.22943932,-0.7092886,0.040498562,0.0781363,-0.5223233,-0.6116636210113076,0.056332676511539954,-0.5586149,-0.3135517,0.18604305,0.5660002,6,0
4297,-0.15143289,-0.83561146,0.25900033,0.7157093,-0.7232091,0.024805819432138373,-0.2306157440739906,-0.24538712,-0.5624502,-0.26179537,0.39843988,6,0
4298,-1.2435241,-0.45664287,-2.290187,1.0132433,-0.67298776,-1.0166896285662277,-0.08714153378122533,-0.49391973,1.3665146,-0.4857146,1.5713631,6,0
4302,-0.07342644,0.36445588,0.550336,1.2045153,-0.87387335,-0.3223593299006503,1.5807461608721711,0.5308739,-1.0602486,-0.037876386,-0.4393626,6,0
4303,-0.22943932,-0.45664287,-0.17800322,-0.26190272,-0.42188036,0.14052753587640127,-0.033338704921438346,-1.4982983,-0.3757763,-1.6053107,1.6551436,6,0
4304,-0.85349154,-0.58296573,-0.46933886,-0.814466,-0.371659,-0.38022018812278174,-0.015404428634842685,-0.8514073,1.0553914,0.4846017,0.31465933,6,0
4305,-1.0095044,-0.51980424,-0.5421728,0.41817525,-0.371659,-0.5538027627891762,-0.05127298120803401,0.006575044,0.99316686,0.40996206,-0.020461353,6,0
4306,-0.85349154,-0.58296573,-0.32367092,1.289525,-0.0703303,1.1820229838747673,0.3074125445238792,0.054223817,-0.0024285747,-1.1574723,0.23087956,6,0
4307,-0.54146546,-0.7092886,-0.32367092,-0.814466,-0.6227662,0.31411011054279564,0.0025298476517529754,-0.96036226,0.99316686,0.33532238,0.39843988,7,0
4308,-0.7754851,-0.45664287,-0.17800322,-0.72945625,-0.77343065,-0.8431070538998333,-0.5175641646595212,-1.2906162,0.68204224,0.6338815,1.0686821,6,0
4309,-0.46345899,0.048648782,-0.46933886,-0.13438804,-0.67298776,-0.8431070538998333,0.09220122908473127,-0.8922578,0.8687161,1.3802786,1.7389241,6,0
4310,-1.2435241,-0.6777079,-0.5421728,0.9282337,0.13055551,1.6449098496518189,0.4329524785300488,0.28915986,-0.3135517,-1.0081929,-0.27180225,6,0
4311,-0.07342644,-0.6461271,-0.25083706,-0.75070864,-0.2712161,0.14052753587640127,-0.2306157440739906,-1.57659,-0.6246763,-1.6053107,1.2362424,5,0
4312,-0.22943932,-0.45664287,-0.17800322,-0.26190272,-0.42188036,0.14052753587640127,-0.033338704921438346,-1.4982983,-0.3757763,-1.6053107,1.6551436,6,0
4313,-0.61947185,-0.39348128,-0.10516915,-0.814466,-0.5725448,-0.669524479233439,-0.5354984409461169,-1.2633622,0.6198176,0.93244016,0.81734115,6,0
4314,-0.6974783,0.49077883,-0.68784064,0.39692283,-0.823652,-0.43808104634491324,0.020464123938348636,-0.9807774,-0.12687781,-1.0081929,1.1859739,7,0
4315,-0.38545257,0.49077883,-0.5421728,-0.0068734535,-0.823652,0.14052753587640127,-0.015404428634842685,-1.5323302,-0.6246763,-0.63499415,1.9846793,7,0
4316,0.004579993,1.596104,-0.83350843,1.0557482,1.7376418,-0.7852461956777019,-0.39202423065335157,0.75219315,-0.5624502,-0.93355304,-0.94204444,5,0
4317,-0.38545257,0.048648782,-0.396505,-0.75070864,-0.67298776,1.5870489914296875,0.3970839259568575,-1.8047075,-1.3713717,-0.41107494,1.4038028,7,0
4318,-0.6974783,0.49077883,-0.68784064,0.39692283,-0.823652,-0.43808104634491324,0.020464123938348636,-0.9807774,-0.12687781,-1.0081929,1.1859739,7,0
4319,-0.38545257,0.49077883,-0.5421728,-0.0068734535,-0.823652,0.14052753587640127,-0.015404428634842685,-1.5323302,-0.6246763,-0.63499415,1.9846793,7,0
4320,-0.61947185,-0.45664287,0.25900033,0.4819325,0.23099843,0.8348578345419787,1.3476005691464275,0.22787397,-0.3757763,-0.18715572,-0.85826385,5,0
4321,-0.6974783,-0.3303199,-0.68784064,1.289525,-0.77343065,-0.20663761345638743,0.6122952413960054,-0.051321868,-1.3713717,-1.4560312,0.06331921,6,0
4322,0.16059324,-1.0882573,0.11333263,-0.8994757,-0.47210193,0.9505795509862416,0.09220122908473127,-0.8922578,-1.1224732,1.1563596,-0.020461353,7,0
4323,0.940658,-0.39348128,-0.10516915,-0.6869514,-0.7232091,0.31411011054279564,0.23567543937749655,-1.2769994,-2.0558426,-1.6799504,0.789414,6,0
4324,-1.0095044,-0.83561146,-0.25083706,-0.9419806,-0.42188036,0.8348578345419787,-0.2844185729337776,-1.4540385,1.117616,-0.85891336,0.73356056,6,0
4325,-0.61947185,-0.58296573,-0.396505,0.58819467,0.13055551,0.9505795509862416,1.1861920825670667,0.2653152,-0.6246763,-0.18715572,-0.85826385,5,0
4326,0.16059324,0.3012945,0.18616648,0.6094472,0.03011261,0.7769969763198472,0.9351122145547274,0.5683354,-0.6869009,-0.037876386,-1.1096047,5,0
4327,-0.61947185,-0.58296573,-0.396505,0.58819467,0.13055551,0.9505795509862416,1.1861920825670667,0.2653152,-0.6246763,-0.18715572,-0.85826385,5,0
4328,-0.61947185,0.55394024,-0.9063424,0.82197154,-0.42188036,-0.148776755234256,0.5226238599630272,-0.09217238,0.059796046,0.03676328,0.38168347,5,0
4329,-0.61947185,-0.6461271,-0.396505,0.56694233,0.13055551,0.9505795509862416,1.168257806280471,0.27213377,-0.6246763,-0.26179537,-0.94204444,5,0
4330,-0.61947185,-0.58296573,-0.396505,0.58819467,0.13055551,0.9505795509862416,1.1861920825670667,0.2653152,-0.6246763,-0.18715572,-0.85826385,5,0
4331,0.16059324,0.3012945,0.18616648,0.6094472,0.03011261,0.7769969763198472,0.9351122145547274,0.5683354,-0.6869009,-0.037876386,-1.1096047,5,0
4332,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4333,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4334,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4335,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4336,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4337,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4338,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
